file,final_20_percent_mean_rmsd_nm,final_20_percent_std_rmsd_nm
2Br_POPC_RMSD_10.xvg,3.9996303938132733,0.0485367463703527
2Br_POPC_RMSD_7.xvg,5.053306553730784,0.03009766734271805
RMSD_5.xvg,5.305063467979003,0.04342625471649538
RMSD_6.xvg,5.17136246567929,0.028806872915412257
RMSD_7.xvg,4.601171969153856,0.07095131575020916
